time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
4.635690143459534e-12,0.061819679766752886,0.35846411015984203,0.05763863900704901,0.05349900836732023,0.0010728979711962336,0.00023714398960956686,0.4672685207381663
4.76751766231867e-12,0.058790304109033874,0.3565426939548817,0.057769661098028655,0.05363025566003006,0.0010378569353010464,0.00023124557320423208,0.4719979826694568
4.918388825309405e-12,0.05552075451984257,0.35437828096410656,0.05790315886406242,0.05376992276028703,0.000998212775673978,0.00022439919608634068,0.47720527091987747
5.0692599883001395e-12,0.05244820278768336,0.3522489142838464,0.058020291693224375,0.05389924927946405,0.0009591785660088326,0.00021748982939532975,0.48220667356031394
5.220131151290874e-12,0.04955939336319701,0.35015282014484683,0.05812220422939348,0.05401909084690525,0.0009208598187506917,0.00021055383802689938,0.48701507775881625
5.371002314281609e-12,0.04684210109033852,0.3480883717500153,0.058209946060065215,0.05413021743611253,0.0008833437956939403,0.00020362314871697948,0.4916423967189939
5.521873477272343e-12,0.04428503662038335,0.3460540741310832,0.05828448159876538,0.05423332329665221,0.0008467016699207629,0.0001967256638633645,0.496099657019268
5.672744640263078e-12,0.041877761552449023,0.3440485508110777,0.05834669871501117,0.05432903557704212,0.0008109904635482557,0.0001898856471515864,0.5003970772336565
5.845540277182984e-12,0.03929227323350881,0.3417853060133986,0.05840387526924411,0.05443030184079568,0.000771290305349482,0.00018214912345020353,0.5051348042141894
6.01833591410289e-12,0.036877237674013415,0.33955639056292325,0.05844709552385404,0.0545233799771884,0.0007329190074938084,0.0001745421802587273,0.5096884350742046
6.1911315510227965e-12,0.034620371340854245,0.3373601992574426,0.05847739394479887,0.0546089575293508,0.0006959100984569325,0.00016708708490418715,0.5140700807441287
6.363927187942703e-12,0.03251038701666309,0.3351952594457811,0.05849571890659979,0.05468765134712652,0.0006602833441961581,0.00015980210910083236,0.5182908978304687
6.536722824862609e-12,0.030536900567388885,0.3330602173250255,0.05850294135469363,0.054760015885479824,0.0006260467973827418,0.0001527020002626129,0.5223611760697031
6.709518461782515e-12,0.028690347350028827,0.3309538258473848,0.058499862417817065,0.054826550419329455,0.0005931986025789548,0.00014579840871551186,0.5262904169540819
6.907540068346494e-12,0.02671896337487272,0.32857367798500126,0.05848461589343699,0.05489620796634227,0.0005572486587874276,0.00013814002803631906,0.5306311460934594
7.105561674910473e-12,0.02489053626064166,0.32622805506731467,0.05845782685025829,0.05495940718536935,0.0005230819391801954,0.00013076102932236064,0.5348103316678497
